country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year,gdp_for_year ($),gdp_per_capita ($),generation
Albania,2010,male,55-74 years,20,241852,8.27,Albania2010,0.722,11926953259,4359,Silent
Albania,2010,male,35-54 years,20,371611,5.38,Albania2010,0.722,11926953259,4359,Generation X
Albania,2010,male,25-34 years,9,179720,5.01,Albania2010,0.722,11926953259,4359,Generation X
Albania,2010,male,75+ years,2,50767,3.94,Albania2010,0.722,11926953259,4359,Silent
Albania,2010,male,15-24 years,10,279508,3.58,Albania2010,0.722,11926953259,4359,Millenials
Albania,2010,female,25-34 years,6,183579,3.27,Albania2010,0.722,11926953259,4359,Generation X
Albania,2010,female,75+ years,2,64415,3.1,Albania2010,0.722,11926953259,4359,Silent
Albania,2010,female,35-54 years,12,394593,3.04,Albania2010,0.722,11926953259,4359,Generation X
Albania,2010,female,55-74 years,7,241491,2.9,Albania2010,0.722,11926953259,4359,Silent
Albania,2010,female,15-24 years,6,263581,2.28,Albania2010,0.722,11926953259,4359,Millenials
Albania,2010,female,5-14 years,2,223969,0.89,Albania2010,0.722,11926953259,4359,Generation Z
Albania,2010,male,5-14 years,0,240939,0,Albania2010,0.722,11926953259,4359,Generation Z
Argentina,2010,male,75+ years,206,657096,31.35,Argentina2010,0.811,423627422092,11273,Silent
Argentina,2010,male,15-24 years,683,3455127,19.77,Argentina2010,0.811,423627422092,11273,Millenials
Argentina,2010,male,25-34 years,485,3237957,14.98,Argentina2010,0.811,423627422092,11273,Generation X
Argentina,2010,male,55-74 years,397,2740656,14.49,Argentina2010,0.811,423627422092,11273,Silent
Argentina,2010,male,35-54 years,573,4648068,12.33,Argentina2010,0.811,423627422092,11273,Generation X
Argentina,2010,female,15-24 years,150,3358103,4.47,Argentina2010,0.811,423627422092,11273,Millenials
Argentina,2010,female,35-54 years,162,4804030,3.37,Argentina2010,0.811,423627422092,11273,Generation X
Argentina,2010,female,25-34 years,101,3210247,3.15,Argentina2010,0.811,423627422092,11273,Generation X
Argentina,2010,female,55-74 years,99,3212253,3.08,Argentina2010,0.811,423627422092,11273,Silent
Argentina,2010,female,75+ years,34,1234182,2.75,Argentina2010,0.811,423627422092,11273,Silent
Argentina,2010,male,5-14 years,33,3570316,0.92,Argentina2010,0.811,423627422092,11273,Generation Z
Argentina,2010,female,5-14 years,20,3450419,0.58,Argentina2010,0.811,423627422092,11273,Generation Z
Armenia,2010,male,75+ years,6,52333,11.47,Armenia2010,0.721,9260284938,3460,Silent
Armenia,2010,male,55-74 years,13,193100,6.73,Armenia2010,0.721,9260284938,3460,Silent
Armenia,2010,male,25-34 years,10,202936,4.93,Armenia2010,0.721,9260284938,3460,Generation X
Armenia,2010,male,35-54 years,15,346739,4.33,Armenia2010,0.721,9260284938,3460,Generation X
Armenia,2010,male,15-24 years,8,252152,3.17,Armenia2010,0.721,9260284938,3460,Millenials
Armenia,2010,female,55-74 years,7,253182,2.76,Armenia2010,0.721,9260284938,3460,Silent
Armenia,2010,female,75+ years,2,81770,2.45,Armenia2010,0.721,9260284938,3460,Silent
Armenia,2010,female,5-14 years,2,167142,1.2,Armenia2010,0.721,9260284938,3460,Generation Z
Armenia,2010,female,35-54 years,5,427571,1.17,Armenia2010,0.721,9260284938,3460,Generation X
Armenia,2010,male,5-14 years,2,191722,1.04,Armenia2010,0.721,9260284938,3460,Generation Z
Armenia,2010,female,15-24 years,2,270727,0.74,Armenia2010,0.721,9260284938,3460,Millenials
Armenia,2010,female,25-34 years,1,236851,0.42,Armenia2010,0.721,9260284938,3460,Generation X
Aruba,2010,male,35-54 years,4,15543,25.74,Aruba2010,NA,2467703911,25974,Generation X
Aruba,2010,male,55-74 years,2,8660,23.09,Aruba2010,NA,2467703911,25974,Silent
Aruba,2010,female,55-74 years,1,10186,9.82,Aruba2010,NA,2467703911,25974,Silent
Aruba,2010,female,15-24 years,0,6031,0,Aruba2010,NA,2467703911,25974,Millenials
Aruba,2010,female,25-34 years,0,6488,0,Aruba2010,NA,2467703911,25974,Generation X
Aruba,2010,female,35-54 years,0,17826,0,Aruba2010,NA,2467703911,25974,Generation X
Aruba,2010,female,5-14 years,0,7148,0,Aruba2010,NA,2467703911,25974,Generation Z
Aruba,2010,female,75+ years,0,2264,0,Aruba2010,NA,2467703911,25974,Silent
Aruba,2010,male,15-24 years,0,6437,0,Aruba2010,NA,2467703911,25974,Millenials
Aruba,2010,male,25-34 years,0,5568,0,Aruba2010,NA,2467703911,25974,Generation X
Aruba,2010,male,5-14 years,0,7414,0,Aruba2010,NA,2467703911,25974,Generation Z
Aruba,2010,male,75+ years,0,1441,0,Aruba2010,NA,2467703911,25974,Silent
Australia,2010,male,35-54 years,816,3076853,26.52,Australia2010,0.927,1144260547873,54887,Generation X
Australia,2010,male,75+ years,151,582009,25.94,Australia2010,0.927,1144260547873,54887,Silent
Australia,2010,male,25-34 years,311,1606526,19.36,Australia2010,0.927,1144260547873,54887,Generation X
Australia,2010,male,55-74 years,360,2051197,17.55,Australia2010,0.927,1144260547873,54887,Silent
Australia,2010,male,15-24 years,222,1618860,13.71,Australia2010,0.927,1144260547873,54887,Millenials
Australia,2010,female,35-54 years,228,3132534,7.28,Australia2010,0.927,1144260547873,54887,Generation X
Australia,2010,female,25-34 years,94,1579905,5.95,Australia2010,0.927,1144260547873,54887,Generation X
Australia,2010,female,75+ years,43,805401,5.34,Australia2010,0.927,1144260547873,54887,Silent
Australia,2010,female,15-24 years,80,1521652,5.26,Australia2010,0.927,1144260547873,54887,Millenials
Australia,2010,female,55-74 years,104,2103428,4.94,Australia2010,0.927,1144260547873,54887,Silent
Australia,2010,male,5-14 years,7,1420846,0.49,Australia2010,0.927,1144260547873,54887,Generation Z
Australia,2010,female,5-14 years,4,1348336,0.3,Australia2010,0.927,1144260547873,54887,Generation Z
Austria,2010,male,75+ years,180,240431,74.87,Austria2010,0.879,391892746545,49181,Silent
Austria,2010,male,55-74 years,287,838208,34.24,Austria2010,0.879,391892746545,49181,Silent
Austria,2010,male,35-54 years,325,1296607,25.07,Austria2010,0.879,391892746545,49181,Generation X
Austria,2010,male,15-24 years,91,518657,17.55,Austria2010,0.879,391892746545,49181,Millenials
Austria,2010,male,25-34 years,85,542986,15.65,Austria2010,0.879,391892746545,49181,Generation X
Austria,2010,female,75+ years,62,431151,14.38,Austria2010,0.879,391892746545,49181,Silent
Austria,2010,female,55-74 years,90,923411,9.75,Austria2010,0.879,391892746545,49181,Silent
Austria,2010,female,35-54 years,102,1291400,7.9,Austria2010,0.879,391892746545,49181,Generation X
Austria,2010,female,25-34 years,25,539299,4.64,Austria2010,0.879,391892746545,49181,Generation X
Austria,2010,female,15-24 years,14,499638,2.8,Austria2010,0.879,391892746545,49181,Millenials
Austria,2010,male,5-14 years,2,433795,0.46,Austria2010,0.879,391892746545,49181,Generation Z
Austria,2010,female,5-14 years,1,412838,0.24,Austria2010,0.879,391892746545,49181,Generation Z
Bahamas,2010,male,75+ years,1,3090,32.36,Bahamas2010,0.774,10095760000,30239,Silent
Bahamas,2010,female,15-24 years,2,31792,6.29,Bahamas2010,0.774,10095760000,30239,Millenials
Bahamas,2010,male,35-54 years,3,50326,5.96,Bahamas2010,0.774,10095760000,30239,Generation X
Bahamas,2010,male,55-74 years,1,21188,4.72,Bahamas2010,0.774,10095760000,30239,Silent
Bahamas,2010,female,55-74 years,1,25150,3.98,Bahamas2010,0.774,10095760000,30239,Silent
Bahamas,2010,male,15-24 years,1,31968,3.13,Bahamas2010,0.774,10095760000,30239,Millenials
Bahamas,2010,female,35-54 years,1,53312,1.88,Bahamas2010,0.774,10095760000,30239,Generation X
Bahamas,2010,female,25-34 years,0,28521,0,Bahamas2010,0.774,10095760000,30239,Generation X
Bahamas,2010,female,5-14 years,0,26732,0,Bahamas2010,0.774,10095760000,30239,Generation Z
Bahamas,2010,female,75+ years,0,5772,0,Bahamas2010,0.774,10095760000,30239,Silent
Bahamas,2010,male,25-34 years,0,28398,0,Bahamas2010,0.774,10095760000,30239,Generation X
Bahamas,2010,male,5-14 years,0,27620,0,Bahamas2010,0.774,10095760000,30239,Generation Z
Bahrain,2010,male,35-54 years,8,252232,3.17,Bahrain2010,0.819,25713271277,22572,Generation X
Bahrain,2010,male,25-34 years,6,235591,2.55,Bahrain2010,0.819,25713271277,22572,Generation X
Bahrain,2010,male,55-74 years,1,41999,2.38,Bahrain2010,0.819,25713271277,22572,Silent
Bahrain,2010,female,35-54 years,2,125709,1.59,Bahrain2010,0.819,25713271277,22572,Generation X
Bahrain,2010,female,15-24 years,1,80571,1.24,Bahrain2010,0.819,25713271277,22572,Millenials
Bahrain,2010,female,25-34 years,1,104368,0.96,Bahrain2010,0.819,25713271277,22572,Generation X
Bahrain,2010,female,5-14 years,0,77140,0,Bahrain2010,0.819,25713271277,22572,Generation Z
Bahrain,2010,female,55-74 years,0,27834,0,Bahrain2010,0.819,25713271277,22572,Silent
Bahrain,2010,female,75+ years,0,4625,0,Bahrain2010,0.819,25713271277,22572,Silent
Bahrain,2010,male,15-24 years,0,103388,0,Bahrain2010,0.819,25713271277,22572,Millenials
Bahrain,2010,male,5-14 years,0,81414,0,Bahrain2010,0.819,25713271277,22572,Generation Z
Bahrain,2010,male,75+ years,0,4289,0,Bahrain2010,0.819,25713271277,22572,Silent
Barbados,2010,male,35-54 years,3,39379,7.62,Barbados2010,0.78,4461650000,17034,Generation X
Barbados,2010,female,15-24 years,0,18739,0,Barbados2010,0.78,4461650000,17034,Millenials
Barbados,2010,female,25-34 years,0,19612,0,Barbados2010,0.78,4461650000,17034,Generation X
Barbados,2010,female,35-54 years,0,43369,0,Barbados2010,0.78,4461650000,17034,Generation X
Barbados,2010,female,5-14 years,0,18590,0,Barbados2010,0.78,4461650000,17034,Generation Z
Barbados,2010,female,55-74 years,0,26589,0,Barbados2010,0.78,4461650000,17034,Silent
Barbados,2010,female,75+ years,0,9853,0,Barbados2010,0.78,4461650000,17034,Silent
Barbados,2010,male,15-24 years,0,18747,0,Barbados2010,0.78,4461650000,17034,Millenials
Barbados,2010,male,25-34 years,0,18826,0,Barbados2010,0.78,4461650000,17034,Generation X
Barbados,2010,male,5-14 years,0,19462,0,Barbados2010,0.78,4461650000,17034,Generation Z
Barbados,2010,male,55-74 years,0,22675,0,Barbados2010,0.78,4461650000,17034,Silent
Barbados,2010,male,75+ years,0,6086,0,Barbados2010,0.78,4461650000,17034,Silent
Belarus,2010,male,75+ years,115,158977,72.34,Belarus2010,0.786,57222490769,6371,Silent
Belarus,2010,male,35-54 years,869,1353782,64.19,Belarus2010,0.786,57222490769,6371,Generation X
Belarus,2010,male,55-74 years,458,744533,61.52,Belarus2010,0.786,57222490769,6371,Silent
Belarus,2010,male,25-34 years,382,723856,52.77,Belarus2010,0.786,57222490769,6371,Generation X
Belarus,2010,male,15-24 years,240,707657,33.91,Belarus2010,0.786,57222490769,6371,Millenials
Belarus,2010,female,75+ years,62,432426,14.34,Belarus2010,0.786,57222490769,6371,Silent
Belarus,2010,female,35-54 years,145,1483086,9.78,Belarus2010,0.786,57222490769,6371,Generation X
Belarus,2010,female,25-34 years,60,715558,8.39,Belarus2010,0.786,57222490769,6371,Generation X
Belarus,2010,female,55-74 years,83,1092687,7.6,Belarus2010,0.786,57222490769,6371,Silent
Belarus,2010,female,15-24 years,39,668827,5.83,Belarus2010,0.786,57222490769,6371,Millenials
Belarus,2010,male,5-14 years,5,462298,1.08,Belarus2010,0.786,57222490769,6371,Generation Z
Belarus,2010,female,5-14 years,1,437506,0.23,Belarus2010,0.786,57222490769,6371,Generation Z
Belgium,2010,male,75+ years,183,354037,51.69,Belgium2010,0.883,483548031197,47355,Silent
Belgium,2010,male,35-54 years,622,1576828,39.45,Belgium2010,0.883,483548031197,47355,Generation X
Belgium,2010,male,55-74 years,356,1084719,32.82,Belgium2010,0.883,483548031197,47355,Silent
Belgium,2010,male,25-34 years,184,696461,26.42,Belgium2010,0.883,483548031197,47355,Generation X
Belgium,2010,female,35-54 years,243,1548246,15.7,Belgium2010,0.883,483548031197,47355,Generation X
Belgium,2010,female,55-74 years,173,1156036,14.96,Belgium2010,0.883,483548031197,47355,Silent
Belgium,2010,male,15-24 years,98,663725,14.77,Belgium2010,0.883,483548031197,47355,Millenials
Belgium,2010,female,75+ years,63,586690,10.74,Belgium2010,0.883,483548031197,47355,Silent
Belgium,2010,female,25-34 years,50,693304,7.21,Belgium2010,0.883,483548031197,47355,Generation X
Belgium,2010,female,15-24 years,32,647625,4.94,Belgium2010,0.883,483548031197,47355,Millenials
Belgium,2010,male,5-14 years,7,614697,1.14,Belgium2010,0.883,483548031197,47355,Generation Z
Belgium,2010,female,5-14 years,2,588803,0.34,Belgium2010,0.883,483548031197,47355,Generation Z
Belize,2010,male,55-74 years,2,11553,17.31,Belize2010,0.71,1397113450,4923,Silent
Belize,2010,male,25-34 years,4,24053,16.63,Belize2010,0.71,1397113450,4923,Generation X
Belize,2010,male,35-54 years,5,32734,15.27,Belize2010,0.71,1397113450,4923,Generation X
Belize,2010,male,15-24 years,2,32338,6.18,Belize2010,0.71,1397113450,4923,Millenials
Belize,2010,female,35-54 years,2,32852,6.09,Belize2010,0.71,1397113450,4923,Generation X
Belize,2010,female,15-24 years,0,32738,0,Belize2010,0.71,1397113450,4923,Millenials
Belize,2010,female,25-34 years,0,25416,0,Belize2010,0.71,1397113450,4923,Generation X
Belize,2010,female,5-14 years,0,38304,0,Belize2010,0.71,1397113450,4923,Generation Z
Belize,2010,female,55-74 years,0,10522,0,Belize2010,0.71,1397113450,4923,Silent
Belize,2010,female,75+ years,0,2363,0,Belize2010,0.71,1397113450,4923,Silent
Belize,2010,male,5-14 years,0,38669,0,Belize2010,0.71,1397113450,4923,Generation Z
Belize,2010,male,75+ years,0,2254,0,Belize2010,0.71,1397113450,4923,Silent
Brazil,2010,male,75+ years,358,1882113,19.02,Brazil2010,0.737,2208871646203,12161,Silent
Brazil,2010,male,55-74 years,1236,10813388,11.43,Brazil2010,0.737,2208871646203,12161,Silent
Brazil,2010,male,25-34 years,1832,17023785,10.76,Brazil2010,0.737,2208871646203,12161,Generation X
Brazil,2010,male,35-54 years,2586,24501254,10.55,Brazil2010,0.737,2208871646203,12161,Generation X
Brazil,2010,male,15-24 years,1288,17726866,7.27,Brazil2010,0.737,2208871646203,12161,Millenials
Brazil,2010,female,35-54 years,835,26004856,3.21,Brazil2010,0.737,2208871646203,12161,Generation X
Brazil,2010,female,55-74 years,339,12605588,2.69,Brazil2010,0.737,2208871646203,12161,Silent
Brazil,2010,female,75+ years,79,2940677,2.69,Brazil2010,0.737,2208871646203,12161,Silent
Brazil,2010,female,25-34 years,404,17054489,2.37,Brazil2010,0.737,2208871646203,12161,Generation X
Brazil,2010,female,15-24 years,368,17237481,2.13,Brazil2010,0.737,2208871646203,12161,Millenials
Brazil,2010,male,5-14 years,56,17242386,0.32,Brazil2010,0.737,2208871646203,12161,Generation Z
Brazil,2010,female,5-14 years,48,16596829,0.29,Brazil2010,0.737,2208871646203,12161,Generation Z
Bulgaria,2010,male,75+ years,137,224566,61.01,Bulgaria2010,0.773,50610058210,7066,Silent
Bulgaria,2010,male,55-74 years,217,799085,27.16,Bulgaria2010,0.773,50610058210,7066,Silent
Bulgaria,2010,male,35-54 years,202,1058086,19.09,Bulgaria2010,0.773,50610058210,7066,Generation X
Bulgaria,2010,female,75+ years,60,366672,16.36,Bulgaria2010,0.773,50610058210,7066,Silent
Bulgaria,2010,male,25-34 years,57,566462,10.06,Bulgaria2010,0.773,50610058210,7066,Generation X
Bulgaria,2010,female,55-74 years,74,979427,7.56,Bulgaria2010,0.773,50610058210,7066,Silent
Bulgaria,2010,male,15-24 years,35,467481,7.49,Bulgaria2010,0.773,50610058210,7066,Millenials
Bulgaria,2010,female,35-54 years,57,1061049,5.37,Bulgaria2010,0.773,50610058210,7066,Generation X
Bulgaria,2010,female,25-34 years,11,537199,2.05,Bulgaria2010,0.773,50610058210,7066,Generation X
Bulgaria,2010,female,15-24 years,8,444943,1.8,Bulgaria2010,0.773,50610058210,7066,Millenials
Bulgaria,2010,male,5-14 years,1,338094,0.3,Bulgaria2010,0.773,50610058210,7066,Generation Z
Bulgaria,2010,female,5-14 years,0,319676,0,Bulgaria2010,0.773,50610058210,7066,Generation Z
Canada,2010,male,35-54 years,1292,5088099,25.39,Canada2010,0.903,1613464422811,49974,Generation X
Canada,2010,male,75+ years,200,917671,21.79,Canada2010,0.903,1613464422811,49974,Silent
Canada,2010,male,55-74 years,690,3333897,20.7,Canada2010,0.903,1613464422811,49974,Silent
Canada,2010,male,25-34 years,409,2366854,17.28,Canada2010,0.903,1613464422811,49974,Generation X
Canada,2010,male,15-24 years,371,2357806,15.73,Canada2010,0.903,1613464422811,49974,Millenials
Canada,2010,female,35-54 years,402,5044926,7.97,Canada2010,0.903,1613464422811,49974,Generation X
Canada,2010,female,55-74 years,237,3510692,6.75,Canada2010,0.903,1613464422811,49974,Silent
Canada,2010,female,25-34 years,154,2335884,6.59,Canada2010,0.903,1613464422811,49974,Generation X
Canada,2010,female,15-24 years,115,2239759,5.13,Canada2010,0.903,1613464422811,49974,Millenials
Canada,2010,female,75+ years,49,1347679,3.64,Canada2010,0.903,1613464422811,49974,Silent
Canada,2010,male,5-14 years,19,1922599,0.99,Canada2010,0.903,1613464422811,49974,Generation Z
Canada,2010,female,5-14 years,13,1820274,0.71,Canada2010,0.903,1613464422811,49974,Generation Z
Chile,2010,male,75+ years,98,241464,40.59,Chile2010,0.814,218537551220,13874,Silent
Chile,2010,male,35-54 years,607,2329802,26.05,Chile2010,0.814,218537551220,13874,Generation X
Chile,2010,male,25-34 years,307,1289792,23.8,Chile2010,0.814,218537551220,13874,Generation X
Chile,2010,male,55-74 years,273,1162662,23.48,Chile2010,0.814,218537551220,13874,Silent
