country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year,gdp_for_year ($),gdp_per_capita ($),generation
Antigua and Barbuda,2014,female,15-24 years,0,8537,0,Antigua and Barbuda2014,0.783,1280133333,14093,Millenials
Antigua and Barbuda,2014,female,25-34 years,0,7578,0,Antigua and Barbuda2014,0.783,1280133333,14093,Millenials
Antigua and Barbuda,2014,female,35-54 years,0,15273,0,Antigua and Barbuda2014,0.783,1280133333,14093,Generation X
Antigua and Barbuda,2014,female,5-14 years,0,8296,0,Antigua and Barbuda2014,0.783,1280133333,14093,Generation Z
Antigua and Barbuda,2014,female,55-74 years,0,6085,0,Antigua and Barbuda2014,0.783,1280133333,14093,Boomers
Antigua and Barbuda,2014,female,75+ years,0,1686,0,Antigua and Barbuda2014,0.783,1280133333,14093,Silent
Antigua and Barbuda,2014,male,15-24 years,0,8208,0,Antigua and Barbuda2014,0.783,1280133333,14093,Millenials
Antigua and Barbuda,2014,male,25-34 years,0,6928,0,Antigua and Barbuda2014,0.783,1280133333,14093,Millenials
Antigua and Barbuda,2014,male,35-54 years,0,13325,0,Antigua and Barbuda2014,0.783,1280133333,14093,Generation X
Antigua and Barbuda,2014,male,5-14 years,0,8335,0,Antigua and Barbuda2014,0.783,1280133333,14093,Generation Z
Antigua and Barbuda,2014,male,55-74 years,0,5503,0,Antigua and Barbuda2014,0.783,1280133333,14093,Boomers
Antigua and Barbuda,2014,male,75+ years,0,1083,0,Antigua and Barbuda2014,0.783,1280133333,14093,Silent
Argentina,2014,male,75+ years,192,706897,27.16,Argentina2014,0.836,526319673732,13400,Silent
Argentina,2014,male,15-24 years,738,3492454,21.13,Argentina2014,0.836,526319673732,13400,Millenials
Argentina,2014,male,25-34 years,531,3276955,16.2,Argentina2014,0.836,526319673732,13400,Millenials
Argentina,2014,male,55-74 years,405,2951616,13.72,Argentina2014,0.836,526319673732,13400,Boomers
Argentina,2014,male,35-54 years,644,5060862,12.73,Argentina2014,0.836,526319673732,13400,Generation X
Argentina,2014,female,15-24 years,204,3388324,6.02,Argentina2014,0.836,526319673732,13400,Millenials
Argentina,2014,female,35-54 years,196,5203634,3.77,Argentina2014,0.836,526319673732,13400,Generation X
Argentina,2014,female,25-34 years,118,3227239,3.66,Argentina2014,0.836,526319673732,13400,Millenials
Argentina,2014,female,55-74 years,109,3454994,3.15,Argentina2014,0.836,526319673732,13400,Boomers
Argentina,2014,female,75+ years,25,1323654,1.89,Argentina2014,0.836,526319673732,13400,Silent
Argentina,2014,female,5-14 years,35,3533961,0.99,Argentina2014,0.836,526319673732,13400,Generation Z
Argentina,2014,male,5-14 years,34,3655965,0.93,Argentina2014,0.836,526319673732,13400,Generation Z
Armenia,2014,male,75+ years,9,60108,14.97,Armenia2014,0.733,11609512940,4142,Silent
Armenia,2014,female,75+ years,6,98118,6.12,Armenia2014,0.733,11609512940,4142,Silent
Armenia,2014,male,55-74 years,12,224430,5.35,Armenia2014,0.733,11609512940,4142,Boomers
Armenia,2014,male,35-54 years,13,363362,3.58,Armenia2014,0.733,11609512940,4142,Generation X
Armenia,2014,male,25-34 years,6,253461,2.37,Armenia2014,0.733,11609512940,4142,Millenials
Armenia,2014,female,55-74 years,4,288822,1.38,Armenia2014,0.733,11609512940,4142,Boomers
Armenia,2014,male,15-24 years,3,230760,1.3,Armenia2014,0.733,11609512940,4142,Millenials
Armenia,2014,female,15-24 years,2,227895,0.88,Armenia2014,0.733,11609512940,4142,Millenials
Armenia,2014,female,5-14 years,1,171332,0.58,Armenia2014,0.733,11609512940,4142,Generation Z
Armenia,2014,female,35-54 years,2,417829,0.48,Armenia2014,0.733,11609512940,4142,Generation X
Armenia,2014,female,25-34 years,0,269937,0,Armenia2014,0.733,11609512940,4142,Millenials
Armenia,2014,male,5-14 years,0,196975,0,Armenia2014,0.733,11609512940,4142,Generation Z
Australia,2014,male,35-54 years,866,3130341,27.66,Australia2014,0.935,1464955475994,66809,Generation X
Australia,2014,male,75+ years,164,649925,25.23,Australia2014,0.935,1464955475994,66809,Silent
Australia,2014,male,25-34 years,404,1730968,23.34,Australia2014,0.935,1464955475994,66809,Millenials
Australia,2014,male,55-74 years,471,2279114,20.67,Australia2014,0.935,1464955475994,66809,Boomers
Australia,2014,male,15-24 years,271,1604935,16.89,Australia2014,0.935,1464955475994,66809,Millenials
Australia,2014,female,35-54 years,277,3189475,8.68,Australia2014,0.935,1464955475994,66809,Generation X
Australia,2014,female,25-34 years,119,1716803,6.93,Australia2014,0.935,1464955475994,66809,Millenials
Australia,2014,female,55-74 years,157,2344644,6.7,Australia2014,0.935,1464955475994,66809,Boomers
Australia,2014,female,15-24 years,96,1520955,6.31,Australia2014,0.935,1464955475994,66809,Millenials
Australia,2014,female,75+ years,45,865915,5.2,Australia2014,0.935,1464955475994,66809,Silent
Australia,2014,female,5-14 years,15,1408758,1.06,Australia2014,0.935,1464955475994,66809,Generation Z
Australia,2014,male,5-14 years,6,1485754,0.4,Australia2014,0.935,1464955475994,66809,Generation Z
Austria,2014,male,75+ years,206,269625,76.4,Austria2014,0.885,441885415806,54278,Silent
Austria,2014,male,55-74 years,282,906857,31.1,Austria2014,0.885,441885415806,54278,Boomers
Austria,2014,male,35-54 years,321,1280204,25.07,Austria2014,0.885,441885415806,54278,Generation X
Austria,2014,female,75+ years,77,442472,17.4,Austria2014,0.885,441885415806,54278,Silent
Austria,2014,male,25-34 years,100,576126,17.36,Austria2014,0.885,441885415806,54278,Millenials
Austria,2014,male,15-24 years,79,516580,15.29,Austria2014,0.885,441885415806,54278,Millenials
Austria,2014,female,55-74 years,108,993973,10.87,Austria2014,0.885,441885415806,54278,Boomers
Austria,2014,female,35-54 years,93,1276047,7.29,Austria2014,0.885,441885415806,54278,Generation X
Austria,2014,female,25-34 years,29,566622,5.12,Austria2014,0.885,441885415806,54278,Millenials
Austria,2014,female,15-24 years,17,493605,3.44,Austria2014,0.885,441885415806,54278,Millenials
Austria,2014,male,5-14 years,2,419646,0.48,Austria2014,0.885,441885415806,54278,Generation Z
Austria,2014,female,5-14 years,0,399408,0,Austria2014,0.885,441885415806,54278,Generation Z
Bahrain,2014,male,15-24 years,4,100635,3.97,Bahrain2014,0.824,33387712766,27503,Millenials
Bahrain,2014,male,25-34 years,3,237952,1.26,Bahrain2014,0.824,33387712766,27503,Millenials
Bahrain,2014,female,25-34 years,1,110838,0.9,Bahrain2014,0.824,33387712766,27503,Millenials
Bahrain,2014,male,35-54 years,1,258922,0.39,Bahrain2014,0.824,33387712766,27503,Generation X
Bahrain,2014,female,15-24 years,0,78926,0,Bahrain2014,0.824,33387712766,27503,Millenials
Bahrain,2014,female,35-54 years,0,139103,0,Bahrain2014,0.824,33387712766,27503,Generation X
Bahrain,2014,female,5-14 years,0,82452,0,Bahrain2014,0.824,33387712766,27503,Generation Z
Bahrain,2014,female,55-74 years,0,41406,0,Bahrain2014,0.824,33387712766,27503,Boomers
Bahrain,2014,female,75+ years,0,6154,0,Bahrain2014,0.824,33387712766,27503,Silent
Bahrain,2014,male,5-14 years,0,86539,0,Bahrain2014,0.824,33387712766,27503,Generation Z
Bahrain,2014,male,55-74 years,0,64351,0,Bahrain2014,0.824,33387712766,27503,Boomers
Bahrain,2014,male,75+ years,0,6688,0,Bahrain2014,0.824,33387712766,27503,Silent
Belarus,2014,male,75+ years,125,172445,72.49,Belarus2014,0.798,78813839984,8849,Silent
Belarus,2014,male,35-54 years,572,1305009,43.83,Belarus2014,0.798,78813839984,8849,Generation X
Belarus,2014,male,55-74 years,341,807337,42.24,Belarus2014,0.798,78813839984,8849,Boomers
Belarus,2014,male,25-34 years,297,768569,38.64,Belarus2014,0.798,78813839984,8849,Millenials
Belarus,2014,male,15-24 years,128,578690,22.12,Belarus2014,0.798,78813839984,8849,Millenials
Belarus,2014,female,75+ years,53,475110,11.16,Belarus2014,0.798,78813839984,8849,Silent
Belarus,2014,female,35-54 years,93,1421531,6.54,Belarus2014,0.798,78813839984,8849,Generation X
Belarus,2014,female,55-74 years,68,1149649,5.91,Belarus2014,0.798,78813839984,8849,Boomers
Belarus,2014,female,25-34 years,41,745490,5.5,Belarus2014,0.798,78813839984,8849,Millenials
Belarus,2014,female,15-24 years,15,546952,2.74,Belarus2014,0.798,78813839984,8849,Millenials
Belarus,2014,female,5-14 years,6,455300,1.32,Belarus2014,0.798,78813839984,8849,Generation Z
Belarus,2014,male,5-14 years,2,480895,0.42,Belarus2014,0.798,78813839984,8849,Generation Z
Belgium,2014,male,75+ years,187,387814,48.22,Belgium2014,0.89,530770977634,50173,Silent
Belgium,2014,male,35-54 years,531,1576060,33.69,Belgium2014,0.89,530770977634,50173,Generation X
Belgium,2014,male,55-74 years,363,1176768,30.85,Belgium2014,0.89,530770977634,50173,Boomers
Belgium,2014,male,25-34 years,168,728759,23.05,Belgium2014,0.89,530770977634,50173,Millenials
Belgium,2014,female,35-54 years,231,1540001,15,Belgium2014,0.89,530770977634,50173,Generation X
Belgium,2014,female,55-74 years,177,1240549,14.27,Belgium2014,0.89,530770977634,50173,Boomers
Belgium,2014,female,75+ years,83,614412,13.51,Belgium2014,0.89,530770977634,50173,Silent
Belgium,2014,male,15-24 years,85,675446,12.58,Belgium2014,0.89,530770977634,50173,Millenials
Belgium,2014,female,25-34 years,43,724681,5.93,Belgium2014,0.89,530770977634,50173,Millenials
Belgium,2014,female,15-24 years,27,653625,4.13,Belgium2014,0.89,530770977634,50173,Millenials
Belgium,2014,male,5-14 years,4,644794,0.62,Belgium2014,0.89,530770977634,50173,Generation Z
Belgium,2014,female,5-14 years,0,615939,0,Belgium2014,0.89,530770977634,50173,Generation Z
Belize,2014,male,55-74 years,4,13350,29.96,Belize2014,0.715,1703951050,5448,Boomers
Belize,2014,male,25-34 years,7,27885,25.1,Belize2014,0.715,1703951050,5448,Millenials
Belize,2014,male,35-54 years,5,36808,13.58,Belize2014,0.715,1703951050,5448,Generation X
Belize,2014,male,15-24 years,2,36197,5.53,Belize2014,0.715,1703951050,5448,Millenials
Belize,2014,female,15-24 years,2,36364,5.5,Belize2014,0.715,1703951050,5448,Millenials
Belize,2014,female,5-14 years,2,38337,5.22,Belize2014,0.715,1703951050,5448,Generation Z
Belize,2014,female,25-34 years,1,29287,3.41,Belize2014,0.715,1703951050,5448,Millenials
Belize,2014,female,35-54 years,1,37789,2.65,Belize2014,0.715,1703951050,5448,Generation X
Belize,2014,female,55-74 years,0,12866,0,Belize2014,0.715,1703951050,5448,Boomers
Belize,2014,female,75+ years,0,2447,0,Belize2014,0.715,1703951050,5448,Silent
Belize,2014,male,5-14 years,0,39137,0,Belize2014,0.715,1703951050,5448,Generation Z
Belize,2014,male,75+ years,0,2313,0,Belize2014,0.715,1703951050,5448,Silent
Bosnia and Herzegovina,2014,male,75+ years,37,96222,38.45,Bosnia and Herzegovina2014,0.733,18558343508,5079,Silent
Bosnia and Herzegovina,2014,male,55-74 years,84,401567,20.92,Bosnia and Herzegovina2014,0.733,18558343508,5079,Boomers
Bosnia and Herzegovina,2014,male,35-54 years,96,534512,17.96,Bosnia and Herzegovina2014,0.733,18558343508,5079,Generation X
Bosnia and Herzegovina,2014,female,75+ years,14,141795,9.87,Bosnia and Herzegovina2014,0.733,18558343508,5079,Silent
Bosnia and Herzegovina,2014,male,25-34 years,19,252546,7.52,Bosnia and Herzegovina2014,0.733,18558343508,5079,Millenials
Bosnia and Herzegovina,2014,female,35-54 years,28,554379,5.05,Bosnia and Herzegovina2014,0.733,18558343508,5079,Generation X
Bosnia and Herzegovina,2014,female,55-74 years,23,458353,5.02,Bosnia and Herzegovina2014,0.733,18558343508,5079,Boomers
Bosnia and Herzegovina,2014,male,15-24 years,6,274269,2.19,Bosnia and Herzegovina2014,0.733,18558343508,5079,Millenials
Bosnia and Herzegovina,2014,female,25-34 years,3,234219,1.28,Bosnia and Herzegovina2014,0.733,18558343508,5079,Millenials
Bosnia and Herzegovina,2014,female,15-24 years,2,250924,0.8,Bosnia and Herzegovina2014,0.733,18558343508,5079,Millenials
Bosnia and Herzegovina,2014,male,5-14 years,1,227491,0.44,Bosnia and Herzegovina2014,0.733,18558343508,5079,Generation Z
Bosnia and Herzegovina,2014,female,5-14 years,0,227892,0,Bosnia and Herzegovina2014,0.733,18558343508,5079,Generation Z
Brazil,2014,male,75+ years,390,2349303,16.6,Brazil2014,0.755,2455993625159,12975,Silent
Brazil,2014,male,55-74 years,1534,12492114,12.28,Brazil2014,0.755,2455993625159,12975,Boomers
Brazil,2014,male,35-54 years,3050,26475231,11.52,Brazil2014,0.755,2455993625159,12975,Generation X
Brazil,2014,male,25-34 years,1982,17601477,11.26,Brazil2014,0.755,2455993625159,12975,Millenials
