country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year,gdp_for_year ($),gdp_per_capita ($),generation
Armenia,2016,male,75+ years,12,61956,19.37,Armenia2016,NA,10546135160,3788,Silent
Armenia,2016,male,55-74 years,16,237813,6.73,Armenia2016,NA,10546135160,3788,Boomers
Armenia,2016,male,35-54 years,16,350633,4.56,Armenia2016,NA,10546135160,3788,Generation X
Armenia,2016,male,15-24 years,5,202220,2.47,Armenia2016,NA,10546135160,3788,Millenials
Armenia,2016,female,75+ years,2,102414,1.95,Armenia2016,NA,10546135160,3788,Silent
Armenia,2016,female,55-74 years,6,308349,1.95,Armenia2016,NA,10546135160,3788,Boomers
Armenia,2016,male,25-34 years,4,255665,1.56,Armenia2016,NA,10546135160,3788,Millenials
Armenia,2016,female,35-54 years,3,408109,0.74,Armenia2016,NA,10546135160,3788,Generation X
Armenia,2016,female,25-34 years,2,277452,0.72,Armenia2016,NA,10546135160,3788,Millenials
Armenia,2016,female,15-24 years,1,195422,0.51,Armenia2016,NA,10546135160,3788,Millenials
Austria,2016,male,75+ years,212,307692,68.9,Austria2016,NA,390799991147,46976,Silent
Austria,2016,male,55-74 years,290,928992,31.22,Austria2016,NA,390799991147,46976,Boomers
Austria,2016,male,35-54 years,260,1281202,20.29,Austria2016,NA,390799991147,46976,Generation X
Austria,2016,male,25-34 years,86,605922,14.19,Austria2016,NA,390799991147,46976,Millenials
Austria,2016,female,75+ years,61,478267,12.75,Austria2016,NA,390799991147,46976,Silent
Austria,2016,male,15-24 years,58,525977,11.03,Austria2016,NA,390799991147,46976,Millenials
Austria,2016,female,55-74 years,99,1009403,9.81,Austria2016,NA,390799991147,46976,Boomers
Austria,2016,female,35-54 years,95,1273241,7.46,Austria2016,NA,390799991147,46976,Generation X
Austria,2016,female,15-24 years,22,488020,4.51,Austria2016,NA,390799991147,46976,Millenials
Austria,2016,female,25-34 years,18,585913,3.07,Austria2016,NA,390799991147,46976,Millenials
Croatia,2016,male,75+ years,104,134519,77.31,Croatia2016,NA,51338524831,12905,Silent
Croatia,2016,male,55-74 years,187,480263,38.94,Croatia2016,NA,51338524831,12905,Boomers
Croatia,2016,male,35-54 years,146,571003,25.57,Croatia2016,NA,51338524831,12905,Generation X
Croatia,2016,male,25-34 years,48,274466,17.49,Croatia2016,NA,51338524831,12905,Millenials
Croatia,2016,female,75+ years,40,246002,16.26,Croatia2016,NA,51338524831,12905,Silent
Croatia,2016,female,55-74 years,69,551758,12.51,Croatia2016,NA,51338524831,12905,Boomers
Croatia,2016,male,15-24 years,30,242287,12.38,Croatia2016,NA,51338524831,12905,Millenials
Croatia,2016,female,35-54 years,47,570380,8.24,Croatia2016,NA,51338524831,12905,Generation X
Croatia,2016,female,15-24 years,6,231038,2.6,Croatia2016,NA,51338524831,12905,Millenials
Croatia,2016,female,25-34 years,6,265327,2.26,Croatia2016,NA,51338524831,12905,Millenials
Cyprus,2016,male,35-54 years,15,106925,14.03,Cyprus2016,NA,20153871681,25098,Generation X
Cyprus,2016,male,15-24 years,5,58051,8.61,Cyprus2016,NA,20153871681,25098,Millenials
Cyprus,2016,male,75+ years,2,24004,8.33,Cyprus2016,NA,20153871681,25098,Silent
Cyprus,2016,male,55-74 years,7,85486,8.19,Cyprus2016,NA,20153871681,25098,Boomers
Cyprus,2016,male,25-34 years,2,68167,2.93,Cyprus2016,NA,20153871681,25098,Millenials
